,city,date,fare,ride_id,driver_count,type
742,Amandaburgh,2019-04-22 21:34:17,42.52,1901157522591,12,Urban
743,New Jacobville,2019-04-27 14:11:38,37.6,8780897700109,50,Urban
744,West Ericstad,2019-04-19 20:35:20,5.75,3497133215697,25,Urban
745,Christopherfurt,2019-01-04 04:30:04,15.47,1471158684562,41,Urban
746,Port David,2019-03-27 00:20:58,18.43,4635592843405,7,Urban
747,Martinezhaven,2019-02-15 02:18:44,15.93,9624577513483,25,Urban
748,West Robert,2019-02-27 04:29:37,22.81,5714311770037,39,Urban
749,South Michelleport,2019-03-08 04:18:36,27.42,3754244416932,72,Urban
750,Robertport,2019-05-03 02:36:46,31.62,4852264393826,12,Urban
751,West Anthony,2019-02-04 15:04:43,20.09,4221519670218,70,Urban
752,West Angela,2019-03-20 23:44:20,23.83,8750806883711,48,Urban
753,South Michelleport,2019-05-07 12:25:01,4.47,289109337792,72,Urban
754,New Paulville,2019-05-01 13:29:10,10.3,1057570440612,44,Urban
755,Justinberg,2019-02-19 04:01:49,36.27,7286435159398,39,Urban
756,Leahton,2019-01-08 11:48:08,39.81,457901817044,17,Urban
757,Justinberg,2019-02-01 21:16:13,31.07,2739645930677,39,Urban
758,South Latoya,2019-02-12 16:31:30,28.92,5779826808279,10,Urban
759,Williamsview,2019-02-08 06:11:38,25.3,2324596536285,46,Urban
760,Joneschester,2019-01-15 21:21:00,13.43,2235858014628,39,Urban
761,Williamsstad,2019-01-06 20:14:54,43.5,2047847470762,59,Urban
762,South Karenland,2019-01-25 08:14:54,31.02,500482494804,4,Urban
763,Carriemouth,2019-04-01 00:35:10,27.84,6589827440342,52,Urban
764,Valentineton,2019-01-01 14:42:25,12.31,4757042711529,45,Urban
765,Christopherfurt,2019-03-12 09:22:48,35.57,8286128053094,41,Urban
766,Huntermouth,2019-02-05 08:10:57,28.58,314351998542,37,Urban
767,Deanville,2019-02-17 15:51:49,25.33,2749473314662,49,Urban
768,North Barbara,2019-05-05 09:46:32,26.54,4328278612005,18,Urban
769,West Angela,2019-01-25 12:19:12,41.05,4602414089174,48,Urban
770,Martinezhaven,2019-04-15 09:17:59,35.45,4822605030086,25,Urban
771,West Anthony,2019-01-12 19:38:06,37.66,410252345130,70,Urban
772,West Samuelburgh,2019-04-25 15:55:24,26.44,4338654863099,73,Urban
773,West Josephberg,2019-04-29 10:20:58,28.73,1732534308091,45,Urban
774,Liumouth,2019-04-11 13:52:28,15.55,6828487158380,69,Urban
775,Karenside,2019-04-04 14:32:35,42.27,6771503242603,5,Urban
776,Loganberg,2019-04-04 08:04:07,25.93,186095541779,23,Urban
777,Johnton,2019-01-21 03:20:06,28.59,5597542881853,27,Urban
778,Carriemouth,2019-03-08 13:35:49,34.32,7984921253550,52,Urban
779,South Latoya,2019-01-02 00:44:03,43.72,390121563394,10,Urban
780,South Phillip,2019-03-25 08:38:47,7.04,7931640018113,38,Urban
781,Lake Danielberg,2019-03-21 19:46:43,14.12,8573675679656,19,Urban
782,Jerryton,2019-01-27 05:35:02,5.21,2366544103859,64,Urban
783,Simpsonburgh,2019-04-28 10:54:14,10.07,2994799721179,21,Urban
784,Amandaburgh,2019-02-06 10:02:30,11.93,7550325158038,12,Urban
785,Karenberg,2019-02-14 14:40:41,11.06,4344963104211,22,Urban
786,Jerryton,2019-01-16 17:13:34,22.26,974452603143,64,Urban
787,East Kaylahaven,2019-03-27 00:44:29,25.29,4840735033487,65,Urban
788,Pattyland,2019-02-11 20:25:42,33.21,1325884456705,59,Urban
789,South Michelleport,2019-02-06 17:29:41,25.58,6814776861505,72,Urban
790,Martinezhaven,2019-02-23 00:15:55,15.48,5946821101050,25,Urban
791,Loganberg,2019-01-05 14:35:09,5.92,5327695501243,23,Urban
792,New Paulville,2019-04-13 10:23:37,8.69,592220311870,44,Urban
793,South Evanton,2019-01-10 02:57:54,37.03,4817994919104,11,Urban
794,Port Angela,2019-02-06 07:07:55,24.47,1469816216996,67,Urban
795,West Gabriel,2019-04-21 04:50:53,4.96,2694140247746,57,Urban
796,New Kimberlyborough,2019-03-28 12:48:55,10.91,935421621766,33,Urban
797,West Anthony,2019-04-16 01:06:17,17.47,5706560548659,70,Urban
798,West Gabriel,2019-01-16 06:23:21,25.97,6590477525761,57,Urban
799,Karenside,2019-01-24 07:48:14,9.39,4829062946394,5,Urban
800,Liumouth,2019-01-01 00:08:16,37.91,5673666505216,69,Urban
801,Grahamburgh,2019-04-20 21:40:03,40.06,5161825299392,61,Urban
802,Christopherfurt,2019-05-07 17:27:48,6.39,7608007126056,41,Urban
803,West Gabriel,2019-05-01 02:18:03,27.45,2827457582877,57,Urban
804,West Heidi,2019-01-17 03:43:17,5.78,9107695766684,28,Urban
805,West Angela,2019-01-04 20:45:01,20.33,1920342316739,48,Urban
806,Christopherfurt,2019-03-25 17:11:15,7.19,6892683521361,41,Urban
807,Robertport,2019-03-25 18:55:34,35.29,7875812010140,12,Urban
808,Royland,2019-01-16 02:06:12,4.89,8053338078311,64,Urban
809,Huntermouth,2019-03-19 17:31:55,15.05,1677081037622,37,Urban
810,North Madeline,2019-04-07 06:50:30,11.92,737334504750,19,Urban
811,East Kaylahaven,2019-01-07 20:29:02,5.56,4657638800265,65,Urban
812,Loganberg,2019-04-18 17:41:28,22.51,3208043296870,23,Urban
813,North Jason,2019-01-23 21:22:39,6.54,5614763237556,6,Urban
814,South Latoya,2019-01-31 23:20:52,14.82,6963441669653,10,Urban
815,Karenberg,2019-03-09 14:47:25,35.68,8631752660819,22,Urban
816,West Anthony,2019-05-01 17:43:35,23.76,2929352162502,70,Urban
817,Williamsstad,2019-03-25 16:07:22,42.93,2209997295019,59,Urban
818,Port Angela,2019-02-06 16:11:31,11.39,6108669570569,67,Urban
819,Karenside,2019-02-24 05:39:00,27.64,8058212392569,5,Urban
820,East Kaylahaven,2019-03-21 22:54:03,9.42,1468264328626,65,Urban
821,South Michelleport,2019-03-23 16:45:56,14.72,490532201639,72,Urban
822,Pattyland,2019-01-14 20:49:49,40.21,5825972555502,59,Urban
823,Port Samanthamouth,2019-02-28 20:01:26,38.42,2105089681756,57,Urban
824,Reynoldsfurt,2019-04-11 09:09:53,42.97,1390651031898,67,Urban
825,Pattyland,2019-03-27 06:49:10,8.57,3074551600788,59,Urban
826,North Jasmine,2019-04-24 08:05:51,14.11,4194707515700,33,Urban
827,North Madeline,2019-03-31 03:35:12,21.24,654159976343,19,Urban
828,West Anthony,2019-02-11 05:48:29,15.55,5988409590665,70,Urban
829,Lake Danielberg,2019-01-28 15:49:50,25.98,1418324640212,19,Urban
830,Royland,2019-02-19 08:25:58,13.02,186046534225,64,Urban
831,Reynoldsfurt,2019-03-08 07:06:54,6.08,2567207216019,67,Urban
832,Roberthaven,2019-02-09 00:25:20,11.71,8182769308084,47,Urban
833,South Evanton,2019-02-25 11:11:25,15.94,2734317617023,11,Urban
834,Grahamburgh,2019-03-04 22:51:36,34.93,5941003515564,61,Urban
835,West Ericstad,2019-03-29 04:59:54,40.29,809503355163,25,Urban
836,Port Frank,2019-02-17 13:21:47,32.44,5387351568133,23,Urban
837,Lake Danielberg,2019-02-08 05:26:40,22.74,9524007172214,19,Urban
838,Erikaland,2019-03-24 09:50:04,4.07,6561682951720,37,Urban
839,Port David,2019-02-11 11:59:08,38.0,7772695039643,7,Urban
840,North Barbara,2019-04-27 00:19:08,16.89,5104120535581,18,Urban
841,Simpsonburgh,2019-02-27 00:58:18,13.38,1577917546598,21,Urban
842,North Jason,2019-01-23 05:58:24,32.77,2988756645264,6,Urban
843,Simpsonburgh,2019-01-06 02:20:49,27.2,3681834566855,21,Urban
844,South Phillip,2019-04-18 01:17:47,35.7,4752370633888,38,Urban
845,South Karenland,2019-03-16 02:20:06,4.87,2387922433429,4,Urban
846,New Paulville,2019-03-14 21:25:25,20.26,8812012942801,44,Urban
847,Johnton,2019-02-14 18:21:43,43.93,5443753596638,27,Urban
848,Port Johnbury,2019-02-27 02:44:15,11.33,3225778883557,3,Urban
849,Joneschester,2019-03-12 21:52:41,21.17,1576517155223,39,Urban
850,West Samuelburgh,2019-02-12 18:45:21,6.76,8530071327895,73,Urban
851,Huntermouth,2019-04-28 17:26:52,31.43,6660476793567,37,Urban
852,Deanville,2019-04-01 00:11:48,22.65,7002778816145,49,Urban
853,Leahton,2019-02-15 17:00:16,25.84,9242697245895,17,Urban
854,Hurleymouth,2019-04-13 18:15:37,40.93,4915205219019,36,Urban
855,West Anthony,2019-03-21 01:28:48,15.64,4746854764335,70,Urban
856,Karenside,2019-01-23 23:30:37,37.62,1952933579896,5,Urban
857,West Gabriel,2019-02-28 12:03:41,31.82,4153068746970,57,Urban
858,Carriemouth,2019-03-26 10:39:21,26.91,7852477915591,52,Urban
859,South Michelleport,2019-03-01 22:01:02,24.55,9789481999843,72,Urban
860,Rodneyfort,2019-05-05 03:19:39,22.24,5393286273394,34,Urban
861,Deanville,2019-03-07 07:21:47,31.08,9711261103928,49,Urban
862,Reynoldsfurt,2019-05-04 12:38:38,8.81,3238113908006,67,Urban
863,Justinberg,2019-04-27 12:41:46,18.99,3034613378260,39,Urban
864,Huntermouth,2019-03-02 10:47:16,10.89,1647274547856,37,Urban
865,West Robert,2019-02-27 20:51:17,8.37,489896842800,39,Urban
866,Port Angela,2019-02-14 13:00:19,42.04,896909208063,67,Urban
867,South Karenland,2019-01-09 20:59:13,44.44,3179946450655,4,Urban
868,Port David,2019-03-24 16:37:10,25.65,2084689891157,7,Urban
869,Liumouth,2019-01-04 03:16:36,9.1,8147675539090,69,Urban
870,Simpsonburgh,2019-01-18 12:48:39,15.36,5195666026077,21,Urban
871,South Evanton,2019-04-14 20:12:04,19.53,8345652117075,11,Urban
872,West Heidi,2019-04-06 08:54:09,25.06,8916009392669,28,Urban
873,Port Frank,2019-01-14 09:19:05,43.27,491472563955,23,Urban
874,East Kaylahaven,2019-02-23 00:41:22,15.94,1602386536198,65,Urban
875,North Madeline,2019-01-28 09:57:41,42.24,583417289652,19,Urban
876,Liumouth,2019-04-14 21:17:20,38.95,14588103145,69,Urban
877,North Madeline,2019-03-06 19:26:01,26.34,1883857992679,19,Urban
878,Williamsview,2019-04-15 16:09:08,44.74,2759396812039,46,Urban
879,North Barbara,2019-03-16 10:22:13,25.06,9745705975659,18,Urban
880,South Evanton,2019-02-07 08:44:06,7.69,9012605783098,11,Urban
881,Williamsstad,2019-04-26 04:18:46,18.92,1606397653905,59,Urban
882,Rodneyfort,2019-01-12 06:17:59,7.05,4239149293035,34,Urban
883,Karenside,2019-04-19 08:42:07,26.45,9293756968552,5,Urban
884,New Paulton,2019-01-13 18:33:58,29.9,4090332990250,44,Urban
885,West Robert,2019-01-17 04:56:17,12.71,8503432590634,39,Urban
886,Jerryton,2019-02-14 19:48:48,24.49,3080437772609,64,Urban
887,Karenberg,2019-01-16 13:52:57,41.26,3357149373173,22,Urban
888,Christopherfurt,2019-05-03 12:46:04,14.43,5644928631417,41,Urban
889,Grahamburgh,2019-03-27 22:14:21,4.63,7324442340207,61,Urban
890,New Kimberlyborough,2019-03-02 18:56:47,6.08,3872922863721,33,Urban
891,North Madeline,2019-03-04 22:29:22,6.19,546550288142,19,Urban
892,North Jason,2019-03-12 21:01:11,5.76,5113425087114,6,Urban
893,Liumouth,2019-03-16 06:31:29,34.2,2541738362957,69,Urban
894,New Jacobville,2019-04-21 23:00:18,13.53,5567937032597,50,Urban
895,Justinberg,2019-04-24 11:33:04,28.76,6493602832935,39,Urban
896,West Anthony,2019-03-13 08:03:10,5.03,1178018593506,70,Urban
897,Raymondhaven,2019-01-13 01:03:38,17.33,2830434127398,11,Urban
898,Royland,2019-03-22 22:02:56,23.31,2832997992475,64,Urban
899,Rogerston,2019-01-30 21:18:50,8.87,5686977709839,25,Urban
900,West Anthony,2019-05-03 04:49:15,21.38,9172650498634,70,Urban
901,Port Frank,2019-04-06 20:51:23,21.02,9714376208717,23,Urban
902,Lake Jonathanshire,2019-04-11 22:10:30,12.81,5999870428814,5,Urban
903,South Phillip,2019-01-17 17:45:28,23.46,2628017734404,38,Urban
904,South Karenland,2019-03-03 07:40:26,22.44,7458610805424,4,Urban
905,Port Samanthamouth,2019-04-18 14:39:19,23.56,8734248023829,57,Urban
906,Huntermouth,2019-01-10 09:40:31,43.01,7580698306378,37,Urban
907,Joneschester,2019-04-22 16:48:28,9.7,8587089133901,39,Urban
908,West Anthony,2019-04-22 08:14:31,19.95,1212046132747,70,Urban
909,North Jasmine,2019-04-11 03:38:08,27.54,5003273109567,33,Urban
910,Reynoldsfurt,2019-03-10 20:10:03,4.1,5690725376594,67,Urban
911,North Markport,2019-02-22 15:00:37,16.46,2798292218088,22,Urban
912,Huntermouth,2019-01-09 22:56:35,15.31,1530050197997,37,Urban
913,Rogerston,2019-03-19 16:58:45,29.88,3979709415828,25,Urban
914,Deanville,2019-03-05 12:05:14,11.16,4737023393340,49,Urban
915,Rodneyfort,2019-01-11 14:18:07,23.21,3433717126379,34,Urban
916,Reynoldsfurt,2019-03-29 17:35:50,31.43,9922313993736,67,Urban
917,West Josephberg,2019-01-14 18:07:37,9.71,4726129535990,45,Urban
918,Huntermouth,2019-03-20 00:45:53,40.55,6750623726934,37,Urban
919,Amandaburgh,2019-04-24 08:02:27,14.55,7836117055007,12,Urban
920,Port Frank,2019-03-05 00:42:17,36.35,9213719236849,23,Urban
921,Martinezhaven,2019-01-10 03:37:02,23.62,5469885684920,25,Urban
922,East Kaylahaven,2019-02-10 12:42:09,6.69,6071841295515,65,Urban
923,Joneschester,2019-03-10 13:31:40,22.72,8705027938818,39,Urban
924,West Angela,2019-05-01 19:03:17,23.23,7769940291512,48,Urban
925,New Paulton,2019-04-24 14:27:01,32.22,2989628941316,44,Urban
926,Roberthaven,2019-03-05 12:12:21,5.43,605361853427,47,Urban
927,Port Frank,2019-03-09 16:59:41,6.5,2109093047409,23,Urban
928,Port Frank,2019-04-04 11:46:40,39.39,7967483376646,23,Urban
929,Hurleymouth,2019-03-07 12:38:40,41.96,1677330771703,36,Urban
930,Leahton,2019-03-06 17:06:51,41.29,3310674816591,17,Urban
931,Johnton,2019-02-07 19:40:32,30.97,6853977450248,27,Urban
932,Lake Scottton,2019-05-03 15:26:01,25.68,771160797894,58,Urban
933,Simpsonburgh,2019-01-31 05:16:40,39.23,3697086244830,21,Urban
934,West Angela,2019-02-21 13:51:29,29.99,4367320607156,48,Urban
935,Williamsview,2019-04-16 08:23:02,20.38,8227750445178,46,Urban
936,West Josephberg,2019-04-12 00:11:17,15.49,5118230200567,45,Urban
937,West Josephberg,2019-02-15 00:51:41,36.7,8334271106867,45,Urban
938,South Karenland,2019-02-19 02:20:23,39.59,9834070706163,4,Urban
939,Barajasview,2019-01-02 23:23:19,36.13,8567191526174,26,Urban
940,East Kaylahaven,2019-01-21 16:07:14,36.89,2411253353023,65,Urban
941,Loganberg,2019-01-12 05:07:59,36.82,1078107100946,23,Urban
942,Richardfort,2019-04-22 03:06:56,39.74,4081388893008,38,Urban
943,Richardfort,2019-01-31 14:51:01,43.92,4066949857460,38,Urban
944,South Michelleport,2019-04-01 14:50:13,28.84,8846086448082,72,Urban
945,Barajasview,2019-01-14 11:00:56,19.81,2376258275704,26,Urban
946,West Heidi,2019-04-18 20:05:50,32.74,1746486459381,28,Urban
947,Leahton,2019-03-31 02:08:34,4.65,2204196907107,17,Urban
948,Port Johnbury,2019-01-07 05:43:33,19.08,8839376782201,3,Urban
949,Justinberg,2019-05-07 20:22:19,18.74,6395645209944,39,Urban
950,North Barbara,2019-04-10 17:12:30,10.94,355505295148,18,Urban
951,Barajasview,2019-05-06 01:06:46,17.63,9233210711447,26,Urban
952,Reynoldsfurt,2019-04-12 01:13:32,21.18,7471389630684,67,Urban
953,West Christopherberg,2019-02-09 12:25:18,33.97,4253879747453,32,Urban
954,Leahton,2019-02-23 01:19:01,7.08,3744450559493,17,Urban
955,Simpsonburgh,2019-03-04 11:08:21,23.33,999763197952,21,Urban
956,Port Frank,2019-04-05 07:22:06,14.21,8366078746939,23,Urban
957,West Heidi,2019-04-17 00:03:53,8.91,7617129474198,28,Urban
958,Robertport,2019-04-24 23:45:26,19.73,7443212616134,12,Urban
959,Loganberg,2019-05-05 17:29:14,30.47,7769257115143,23,Urban
960,West Josephberg,2019-03-23 01:43:42,33.12,2335403933616,45,Urban
961,West Anthony,2019-04-03 01:47:34,31.6,4965334251077,70,Urban
962,South Michelleport,2019-04-22 02:38:23,9.72,2088915921441,72,Urban
963,Amandaburgh,2019-04-05 10:22:33,25.55,8581415267582,12,Urban
964,Justinberg,2019-04-01 23:46:28,40.87,8957673981865,39,Urban
965,Joneschester,2019-03-10 08:15:49,27.91,1273089327705,39,Urban
966,Lake Scottton,2019-01-11 19:18:14,31.31,9305780926672,58,Urban
967,Rodneyfort,2019-03-24 19:06:17,31.41,827420157387,34,Urban
968,Pattyland,2019-04-25 14:57:12,44.39,1723704076506,59,Urban
969,Jerryton,2019-02-28 01:14:01,36.87,3091056853372,64,Urban
970,Lake Scottton,2019-04-11 04:26:34,22.03,2026817631440,58,Urban
971,Grahamburgh,2019-04-29 21:20:41,13.59,3200697602557,61,Urban
972,South Latoya,2019-03-29 22:54:21,5.93,2624300505522,10,Urban
973,Liumouth,2019-03-27 12:12:35,44.27,981646095196,69,Urban
974,Hurleymouth,2019-03-02 11:43:55,34.65,9380451674236,36,Urban
975,West Angela,2019-02-15 08:01:29,44.12,1962119538906,48,Urban
976,Reynoldsfurt,2019-03-14 16:29:50,35.65,9907094547309,67,Urban
977,Port Johnbury,2019-03-29 03:22:44,14.54,3761244486728,3,Urban
978,North Jason,2019-02-15 14:32:55,17.35,6041761536159,6,Urban
979,North Madeline,2019-04-15 10:02:03,37.6,3895257821808,19,Urban
980,Simpsonburgh,2019-02-15 09:18:12,4.63,60590634054,21,Urban
981,Hurleymouth,2019-02-13 17:32:27,25.72,8761492384598,36,Urban
982,West Robert,2019-03-07 06:32:50,4.28,2030781890598,39,Urban
983,North Jasmine,2019-04-01 04:31:58,28.04,5012381250511,33,Urban
984,North Jason,2019-04-05 20:10:13,32.18,3373552059268,6,Urban
985,South Jack,2019-02-01 11:28:27,26.72,5062167553046,46,Urban
986,West Heidi,2019-02-09 19:23:40,39.76,5522902563780,28,Urban
987,West Anthony,2019-04-06 02:25:24,14.3,7571962911640,70,Urban
988,West Ericstad,2019-03-21 09:28:30,18.24,4602951691465,25,Urban
989,West Samuelburgh,2019-02-27 06:43:58,32.73,5615978341618,73,Urban
990,New Jacobville,2019-04-09 08:47:39,4.95,4493739026643,50,Urban
991,Carriemouth,2019-02-21 15:09:30,23.48,4757309916575,52,Urban
992,Christopherfurt,2019-03-18 09:24:46,7.45,4451216191000,41,Urban
993,South Phillip,2019-01-16 03:42:53,7.08,8455684324577,38,Urban
994,Grahamburgh,2019-01-28 15:40:18,44.91,258537071837,61,Urban
995,Christopherfurt,2019-03-25 20:35:29,23.38,499819477057,41,Urban
996,Robertport,2019-04-27 12:31:49,41.48,6464585125888,12,Urban
997,Justinberg,2019-04-26 08:12:39,7.68,1068654868178,39,Urban
998,Port Frank,2019-04-05 15:44:01,36.08,345798180405,23,Urban
999,New Jacobville,2019-04-13 01:18:36,43.98,9448599228121,50,Urban
1000,North Jasmine,2019-02-01 20:17:32,8.09,415938107224,33,Urban
1001,Valentineton,2019-03-18 07:07:37,36.04,8732227820711,45,Urban
1002,Huntermouth,2019-01-06 20:23:15,28.74,654209897024,37,Urban
1003,South Jack,2019-03-08 08:55:38,17.17,8790956008800,46,Urban
1004,New Paulton,2019-03-15 04:48:54,4.6,9741461074247,44,Urban
1005,Williamsstad,2019-04-21 23:26:52,26.99,8562558271094,59,Urban
1006,Jerryton,2019-01-06 12:30:31,27.71,9044741327560,64,Urban
1007,Deanville,2019-01-04 13:30:18,4.56,6423110181560,49,Urban
1008,South Evanton,2019-03-22 05:26:10,6.58,8377194684593,11,Urban
1009,New Kimberlyborough,2019-04-29 07:38:14,9.08,3171924269846,33,Urban
1010,Hurleymouth,2019-03-24 12:04:05,8.77,8274792045316,36,Urban
1011,North Barbara,2019-04-01 00:20:26,31.72,9786164746039,18,Urban
1012,West Angela,2019-02-22 02:22:44,19.44,3794957743208,48,Urban
1013,Karenside,2019-03-15 15:11:23,31.89,5438262479794,5,Urban
1014,South Phillip,2019-05-01 23:05:39,38.46,3438539201976,38,Urban
1015,South Karenland,2019-05-08 11:38:35,19.77,7837163332630,4,Urban
1016,Royland,2019-02-21 22:19:42,5.95,8419472819508,64,Urban
1017,South Phillip,2019-01-20 17:35:14,24.0,7335381694023,38,Urban
1018,South Phillip,2019-05-02 01:04:26,24.23,122972554913,38,Urban
1019,West Gabriel,2019-03-09 04:39:40,14.41,8736179372694,57,Urban
1020,South Karenland,2019-01-14 02:07:31,24.71,8612310537569,4,Urban
1021,Robertport,2019-04-27 10:55:00,11.42,9229559709948,12,Urban
1022,Roberthaven,2019-02-12 07:58:19,37.0,4695876927320,47,Urban
1023,West Christopherberg,2019-01-11 21:37:38,44.76,2736821667334,32,Urban
1024,Robertport,2019-03-21 05:48:07,8.2,3399765997944,12,Urban
1025,West Anthony,2019-02-07 16:55:49,33.51,4163116879444,70,Urban
1026,New Kimberlyborough,2019-02-09 13:28:12,6.43,6447146283593,33,Urban
1027,Loganberg,2019-02-02 23:09:57,7.12,1273504899848,23,Urban
1028,West Samuelburgh,2019-01-11 01:36:40,25.07,150842311533,73,Urban
1029,New Kimberlyborough,2019-04-24 18:35:25,28.87,7937084886066,33,Urban
1030,Roberthaven,2019-04-25 14:14:21,22.75,7370173740205,47,Urban
1031,Barajasview,2019-04-03 15:25:40,44.15,9596158245970,26,Urban
1032,Royland,2019-02-22 22:46:35,10.19,8898717814964,64,Urban
1033,Rogerston,2019-03-14 14:43:06,10.29,7434755865561,25,Urban
1034,Christopherfurt,2019-02-12 14:24:45,11.7,8493510475659,41,Urban
1035,West Gabriel,2019-02-20 06:07:56,8.44,6912411809711,57,Urban
1036,South Karenland,2019-04-18 13:07:48,8.56,7557919821071,4,Urban
1037,Williamsview,2019-04-26 00:30:10,20.89,2565031924407,46,Urban
1038,Deanville,2019-03-05 09:44:44,42.79,3624951927291,49,Urban
1039,West Samuelburgh,2019-01-16 03:43:06,14.93,501860788836,73,Urban
1040,North Barbara,2019-02-14 11:29:33,4.11,7676958819518,18,Urban
1041,Christopherfurt,2019-03-10 07:36:14,22.65,5004635115882,41,Urban
1042,Jerryton,2019-02-01 16:39:33,37.7,9580453081562,64,Urban
1043,South Latoya,2019-02-09 20:42:42,12.17,9006323786141,10,Urban
1044,South Latoya,2019-03-04 12:20:13,5.04,9877402838460,10,Urban
1045,West Gabriel,2019-03-17 04:22:57,15.95,9297065011626,57,Urban
1046,Lake Jonathanshire,2019-01-23 21:43:16,21.11,7711472105447,5,Urban
1047,North Jasmine,2019-02-10 20:19:09,31.38,4746798812840,33,Urban
1048,Raymondhaven,2019-04-15 12:15:39,6.74,6814069660716,11,Urban
1049,Port Johnbury,2019-03-25 02:17:17,41.61,8060554577818,3,Urban
1050,North Barbara,2019-01-17 18:14:21,18.27,378378458823,18,Urban
1051,New Kimberlyborough,2019-01-27 14:49:59,23.09,5575542360660,33,Urban
1052,Carriemouth,2019-02-26 05:24:14,19.05,1954595027791,52,Urban
1053,West Samuelburgh,2019-02-05 21:02:08,31.94,6733377008433,73,Urban
1054,Martinezhaven,2019-02-17 21:48:23,34.27,234040536506,25,Urban
1055,North Barbara,2019-04-30 05:22:36,28.89,3280924853266,18,Urban
1056,Valentineton,2019-02-08 19:05:19,36.23,6667399787796,45,Urban
1057,West Robert,2019-02-09 05:16:40,26.1,18586563147,39,Urban
1058,Roberthaven,2019-04-07 16:53:02,13.4,4901744924514,47,Urban
1059,West Gabriel,2019-04-20 05:31:15,23.69,4906123013063,57,Urban
1060,Karenberg,2019-02-18 19:28:12,44.08,7216870520002,22,Urban
1061,Rogerston,2019-03-08 03:46:09,17.81,8564688877511,25,Urban
1062,West Angela,2019-01-12 01:55:14,20.46,5241313119408,48,Urban
1063,New Kimberlyborough,2019-04-01 12:09:20,10.76,9128314710444,33,Urban
1064,Justinberg,2019-02-20 15:05:34,31.31,9201627426971,39,Urban
1065,South Michelleport,2019-01-02 00:56:53,37.34,7660983928505,72,Urban
1066,South Evanton,2019-01-11 11:02:56,39.99,9389412340616,11,Urban
1067,Johnton,2019-04-11 13:41:32,33.12,7226095312061,27,Urban
1068,Grahamburgh,2019-04-03 13:27:12,5.09,8563291978035,61,Urban
1069,Rogerston,2019-02-16 02:04:26,20.64,8147119935068,25,Urban
1070,South Karenland,2019-04-21 11:42:56,7.44,3546758082082,4,Urban
1071,North Barbara,2019-03-08 09:24:04,29.15,96327208793,18,Urban
1072,Jerryton,2019-03-20 01:28:13,15.37,931767662333,64,Urban
1073,West Christopherberg,2019-04-25 06:22:17,35.39,7477243029144,32,Urban
1074,South Jack,2019-02-13 09:20:17,32.64,880719000627,46,Urban
1075,Port Samanthamouth,2019-01-28 23:59:56,15.49,3267076599938,57,Urban
1076,New Paulton,2019-03-29 19:12:44,43.79,7069182200045,44,Urban
1077,Carriemouth,2019-04-18 17:01:19,37.63,7736868729205,52,Urban
1078,North Jasmine,2019-02-27 01:34:44,35.31,9250348453537,33,Urban
1079,Rogerston,2019-01-16 08:38:21,31.34,132229043541,25,Urban
1080,Port David,2019-02-03 01:11:12,21.2,571426064278,7,Urban
1081,Williamsview,2019-04-11 20:41:11,33.68,2743576865816,46,Urban
1082,South Evanton,2019-04-26 04:37:07,42.99,4021951320296,11,Urban
1083,South Evanton,2019-03-25 15:50:31,23.48,4595712810673,11,Urban
1084,Port David,2019-04-07 23:44:31,39.51,5955263794133,7,Urban
1085,West Christopherberg,2019-02-08 23:04:07,14.22,3725594191671,32,Urban
1086,New Paulton,2019-03-19 23:42:30,40.2,8200670656817,44,Urban
1087,Leahton,2019-02-04 08:07:51,15.37,9588333638752,17,Urban
1088,Valentineton,2019-04-28 09:10:04,5.73,211077450937,45,Urban
1089,Port David,2019-03-14 09:28:52,9.22,3636094509357,7,Urban
1090,West Robert,2019-02-12 01:20:31,14.8,8061825242787,39,Urban
1091,Valentineton,2019-01-02 01:46:40,34.79,6364347026456,45,Urban
1092,Port Johnbury,2019-02-20 04:27:04,27.1,3559371442324,3,Urban
1093,Richardfort,2019-03-04 22:13:57,14.83,9474112834050,38,Urban
1094,Karenberg,2019-01-08 13:51:01,9.5,1452908053234,22,Urban
1095,West Robert,2019-03-14 15:25:30,18.28,4582728938880,39,Urban
1096,New Paulville,2019-02-15 23:58:52,28.18,2042625414105,44,Urban
1097,West Patrickchester,2019-05-03 01:24:27,44.85,9421076208137,25,Urban
1098,Loganberg,2019-04-03 09:30:45,5.16,9234858994858,23,Urban
1099,Pattyland,2019-05-02 20:17:54,4.23,165884747714,59,Urban
1100,West Christopherberg,2019-02-20 15:23:03,26.9,1241904355851,32,Urban
1101,Leahton,2019-02-05 18:06:22,8.38,5895519228312,17,Urban
1102,Richardfort,2019-03-28 19:33:00,7.75,5539056178883,38,Urban
1103,West Anthony,2019-03-11 12:23:09,41.37,1133824003625,70,Urban
1104,East Kaylahaven,2019-04-17 00:28:25,41.19,632034433617,65,Urban
1105,Williamsstad,2019-04-01 17:37:03,16.83,1516898097903,59,Urban
1106,South Phillip,2019-02-12 22:04:01,23.69,3667620137676,38,Urban
1107,West Samuelburgh,2019-01-18 10:57:01,16.96,3936672434669,73,Urban
1108,Royland,2019-03-24 10:24:58,10.05,2956667449547,64,Urban
1109,Justinberg,2019-01-24 10:16:58,8.83,1863373026072,39,Urban
1110,Karenberg,2019-01-30 10:51:26,8.79,3832465976005,22,Urban
